Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2022,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SAN DIEGO,73,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,47,34.4
CENSUS,2022,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SAN DIEGO,73,,,0,,HONEY,HONEY - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,29,41.9
CENSUS,2022,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SAN DIEGO,73,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,072,438",29.4
CENSUS,2022,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SAN DIEGO,73,,,0,,HONEY,"HONEY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,402,000",(L)
CENSUS,2022,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SANTA BARBARA,83,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,37,34.4
CENSUS,2022,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SANTA BARBARA,83,,,0,,HONEY,HONEY - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,13,41.9
CENSUS,2022,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SANTA BARBARA,83,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,047,584",29.4
CENSUS,2022,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SANTA BARBARA,83,,,0,,HONEY,"HONEY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,675,000",(L)
CENSUS,2022,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,VENTURA,111,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,30,34.4
CENSUS,2022,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,VENTURA,111,,,0,,HONEY,HONEY - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,20,41.9
CENSUS,2022,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,VENTURA,111,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,193,334",29.4
CENSUS,2022,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,VENTURA,111,,,0,,HONEY,"HONEY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,902,000",(L)
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,ALAMEDA,1,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"127,712",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,ALAMEDA,1,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,62,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"3,859",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,20,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,LAKE,33,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,178,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,LAKE,33,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,16,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MARIN,41,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,483,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MARIN,41,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,50,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,387",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,25,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,231,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,80,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,18,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN FRANCISCO,75,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN FRANCISCO,75,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN LUIS OBISPO,79,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"3,949",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN LUIS OBISPO,79,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,45,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN MATEO,81,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,550,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN MATEO,81,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,17,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CLARA,85,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,612",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CLARA,85,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,43,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CRUZ,87,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,102,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CRUZ,87,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,38,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SONOMA,97,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,631,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SONOMA,97,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,198,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,NORTHEAST,30,LASSEN,35,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,48,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,NORTHEAST,30,LASSEN,35,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,NORTHEAST,30,MODOC,49,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,28,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,NORTHEAST,30,MODOC,49,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,16,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,NORTHEAST,30,PLUMAS,63,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,24,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,NORTHEAST,30,PLUMAS,63,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,12,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,NORTHERN COAST,10,DEL NORTE,15,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,16,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,NORTHERN COAST,10,DEL NORTE,15,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,NORTHERN COAST,10,HUMBOLDT,23,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,396,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,NORTHERN COAST,10,HUMBOLDT,23,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,47,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,NORTHERN COAST,10,MENDOCINO,45,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,075",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,NORTHERN COAST,10,MENDOCINO,45,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,40,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,BUTTE,7,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"71,961",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,BUTTE,7,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,64,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,COLUSA,11,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"17,855",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,COLUSA,11,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,14,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,GLENN,21,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"50,908",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,GLENN,21,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,16,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SACRAMENTO,67,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"27,226",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SACRAMENTO,67,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,58,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"11,037",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,42,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"23,691",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,23,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,TEHAMA,103,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"28,471",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,TEHAMA,103,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,51,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"39,752",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,45,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YUBA,115,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"2,806",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YUBA,115,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,23,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,FRESNO,19,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"61,634",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,FRESNO,19,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,59,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KERN,29,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"166,984",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KERN,29,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,50,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KINGS,31,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"6,301",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KINGS,31,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,18,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MADERA,39,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"59,899",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MADERA,39,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,31,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"73,045",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,77,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"4,024",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,38,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"23,003",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,74,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,TULARE,107,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"88,321",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,TULARE,107,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,62,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,ALPINE,3,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,ALPINE,3,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,AMADOR,5,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,105,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,AMADOR,5,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,CALAVERAS,9,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,629,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,CALAVERAS,9,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,31,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,EL DORADO,17,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,826,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,EL DORADO,17,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,84,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,INYO,27,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,INYO,27,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,MARIPOSA,43,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,MARIPOSA,43,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,NEVADA,57,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"2,163",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,NEVADA,57,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,72,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,PLACER,61,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,PLACER,61,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,41,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,SIERRA,91,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,SIERRA,91,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,TUOLUMNE,109,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,628",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,TUOLUMNE,109,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,34,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SISKIYOU-SHASTA,20,SHASTA,89,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"32,297",37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SISKIYOU-SHASTA,20,SHASTA,89,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,39,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SISKIYOU-SHASTA,20,SISKIYOU,93,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,296,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SISKIYOU-SHASTA,20,SISKIYOU,93,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,40,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SISKIYOU-SHASTA,20,TRINITY,105,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,137,37.8
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SISKIYOU-SHASTA,20,TRINITY,105,,,0,,HONEY,"HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,10,62.5
CENSUS,2017,END OF DEC,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,IMPERIAL,25,,,0,,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"46,786",37.8
